X,Y,1th,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
0.625,0.2857142857142857,0.3,0.8333333333333334,0.872258064516129,0.09062715368711233,0.10460888941010904,0.0909090909090909,0.22829581993569134,0.3411764705882353,0.4555555555555555,0.0,0.0
0.625,0.2857142857142857,0.8,0.16666666666666666,0.9329032258064516,0.44245348035837356,0.8029787733083148,0.12477718360071301,0.5176848874598071,0.29411764705882354,0.2555555555555556,0.0,0.0
0.5,0.2857142857142857,0.8,0.0,0.9432258064516128,0.26671261199172985,0.8401548023924006,0.1639928698752228,0.5434083601286175,0.27058823529411763,0.2555555555555556,0.0,0.0
0.75,0.2857142857142857,0.5,1.0,0.9754838709677419,0.32804962095106827,0.22528439075876625,1.0,0.6045016077170419,0.3411764705882353,0.4555555555555555,0.0,0.0
0.75,0.2857142857142857,0.7,0.8333333333333334,0.9225806451612903,0.37835975189524473,0.6209686876979007,0.11051693404634581,0.5562700964630226,0.32941176470588235,0.6,0.0,0.0
0.75,0.2857142857142857,0.7,0.8333333333333334,0.9651612903225806,0.4765678842177809,0.687580626246042,0.36185383244206776,0.6913183279742766,0.2,0.6,0.0,0.0
0.75,0.2857142857142857,0.7,1.0,0.9380645161290323,0.4869055823569952,0.696024393104257,0.1889483065953654,0.45337620578778143,0.5294117647058824,0.5555555555555556,0.0,0.0
0.75,0.2857142857142857,0.8,0.6666666666666666,0.950967741935484,0.4024810475534115,0.7741292365427466,0.2174688057040998,0.5401929260450161,0.2235294117647059,0.6,0.0,0.0
0.75,0.2857142857142857,0.8,0.0,0.9316129032258065,0.43211578221915925,0.7958250263867714,0.12477718360071301,0.5530546623794212,0.38823529411764707,0.1,0.0,0.0
0.625,0.14285714285714285,0.8,0.8333333333333334,0.9638709677419355,0.4972432804962096,0.8367538407411751,0.1443850267379679,0.9003215434083602,0.10588235294117647,0.2555555555555556,0.0,0.0
0.625,0.14285714285714285,0.8,1.0,0.9651612903225806,0.5106822880771882,0.8451976075993902,0.1443850267379679,0.662379421221865,0.2823529411764706,0.35555555555555557,0.0,0.0
0.625,0.14285714285714285,0.8,0.6666666666666666,0.9754838709677419,0.2894555478980014,0.8026269496892224,0.28342245989304815,0.7459807073954984,0.10588235294117647,0.35555555555555557,0.0,0.0
0.625,0.14285714285714285,0.8,0.0,0.9019354838709677,0.31254307374224677,0.8232672686759704,0.1265597147950089,0.28938906752411575,0.7411764705882353,0.7999999999999999,0.0,0.0
0.625,0.14285714285714285,0.8,0.6666666666666666,0.9019354838709677,0.2363886974500345,0.81963175794535,0.1033868092691622,0.5916398713826367,0.25882352941176473,0.15555555555555556,0.0,0.0
0.625,0.14285714285714285,0.8,1.0,0.9419354838709677,0.2567195037904893,0.8331183300105547,0.13903743315508021,0.4983922829581994,0.2823529411764706,0.35555555555555557,0.0,0.0
0.625,0.14285714285714285,0.8,0.0,0.9432258064516128,0.26671261199172985,0.8401548023924006,0.1639928698752228,0.6109324758842444,0.2,0.2555555555555556,0.0,0.0
0.625,0.14285714285714285,0.8,0.16666666666666666,0.9238709677419354,0.27429359062715375,0.8470740002345492,0.1122994652406417,0.5144694533762059,0.5529411764705883,0.4555555555555555,0.0,0.0
0.625,0.14285714285714285,0.9,0.16666666666666666,0.9277419354838708,0.11819434872501722,0.7754192564794183,0.11942959001782531,0.6270096463022509,0.10588235294117647,0.4555555555555555,0.0,0.0
0.75,0.2857142857142857,0.9,0.6666666666666666,0.9199999999999999,0.13921433494141972,0.7912513193385716,0.1550802139037433,0.2926045016077171,0.5294117647058824,0.5555555555555556,0.0,0.0
0.75,0.14285714285714285,0.9,0.8333333333333334,0.9277419354838708,0.14679531357684356,0.7962941245455611,0.11942959001782531,0.5016077170418007,0.1411764705882353,0.4,0.0,0.0
0.375,0.2857142857142857,0.2,0.16666666666666666,0.8954838709677418,0.08476912474155754,0.0700129001993667,0.0677361853832442,0.38263665594855306,0.32941176470588235,0.2555555555555556,0.0,0.0
0.375,0.2857142857142857,0.6,0.16666666666666666,0.784516129032258,0.20503101309441765,0.4207810484343849,0.026737967914438502,0.6784565916398715,0.25882352941176473,0.30000000000000004,0.0,0.0
0.375,0.2857142857142857,0.7,0.8333333333333334,0.9225806451612903,0.33011716057891116,0.7227629881552715,0.15864527629233513,0.5209003215434084,0.3176470588235294,0.7,0.0,0.0
0.375,0.2857142857142857,0.7,0.16666666666666666,0.9819354838709676,0.3694004135079256,0.7496188577459834,0.30303030303030304,0.4630225080385853,0.4588235294117647,0.5555555555555556,0.0,0.0
0.375,0.2857142857142857,0.8,0.8333333333333334,0.952258064516129,0.2994486560992419,0.8100152456901607,0.1265597147950089,0.5594855305466239,0.38823529411764707,0.2555555555555556,0.0,0.0
0.375,0.2857142857142857,0.8,0.3333333333333333,0.921290322580645,0.2818745692625776,0.8535240999179079,0.11051693404634581,0.3440514469453376,0.6941176470588235,0.5,0.0,0.0
0.5,0.5714285714285714,0.8,0.3333333333333333,0.9754838709677419,0.2894555478980014,0.8026269496892224,0.28342245989304815,0.7620578778135049,0.10588235294117647,0.4,0.0,0.0
0.5,0.5714285714285714,0.8,0.0,0.9316129032258065,0.43211578221915925,0.7958250263867714,0.12477718360071301,0.4019292604501608,0.6470588235294118,0.35555555555555557,0.0,0.0
0.625,0.5714285714285714,0.6,0.0,0.9741935483870968,0.2108890420399724,0.5101442476838278,0.19607843137254902,0.6688102893890676,0.24705882352941178,0.30000000000000004,0.0,0.0
0.375,0.2857142857142857,0.2,0.0,0.8838709677419355,0.07856650585802893,0.0666119385481412,0.0730837789661319,0.30868167202572355,0.23529411764705882,0.15555555555555556,0.0,0.0
0.375,0.2857142857142857,0.2,0.0,0.889032258064516,0.17608545830461753,0.11246628356983697,0.08912655971479501,0.28295819935691324,0.36470588235294116,0.6,0.0,0.0
0.375,0.2857142857142857,0.8,0.5,0.9574193548387098,0.46829772570640943,0.8191626597865603,0.1639928698752228,0.5980707395498394,0.023529411764705882,0.1,0.0,0.0
0.375,0.14285714285714285,0.7,1.0,0.9225806451612903,0.339421088904204,0.7309722059340917,0.1122994652406417,0.6205787781350482,0.2235294117647059,0.20000000000000004,0.0,0.0
0.375,0.14285714285714285,0.7,0.3333333333333333,0.9470967741935483,0.3793935217091661,0.7578280755248036,0.1711229946524064,0.5852090032154341,0.3176470588235294,0.5,0.0,0.0
0.375,0.14285714285714285,0.7,0.3333333333333333,0.9470967741935483,0.3793935217091661,0.7578280755248036,0.1711229946524064,0.5852090032154341,0.3176470588235294,0.5,0.0,0.0
0.375,0.14285714285714285,0.7,0.5,0.9419354838709677,0.39007580978635426,0.7662718423830186,0.1122994652406417,0.4951768488745982,0.35294117647058826,0.35555555555555557,0.0,0.0
0.375,0.14285714285714285,0.8,0.5,0.9574193548387098,0.46829772570640943,0.8191626597865603,0.1639928698752228,0.819935691318328,0.10588235294117647,0.20000000000000004,0.0,0.0
0.375,0.14285714285714285,0.8,0.16666666666666666,0.9238709677419354,0.27429359062715375,0.8470740002345492,0.1122994652406417,0.5016077170418007,0.5647058823529412,0.5,0.0,0.0
0.375,0.14285714285714285,0.9,1.0,0.953548387096774,0.15644383184011026,0.8020405769907353,0.1568627450980392,0.37299035369774924,0.4117647058823529,0.2555555555555556,0.0,0.0
0.125,0.0,0.1,0.0,0.8425806451612903,0.02825637491385252,0.03060865486102967,0.03743315508021391,0.3762057877813505,0.29411764705882354,0.5555555555555556,0.0,0.0
0.125,0.0,0.1,0.6666666666666666,0.8761290322580644,0.04169538249483115,0.04116336343379852,0.0944741532976827,0.32475884244373,0.4235294117647059,0.05555555555555555,0.0,0.0
0.125,0.0,0.2,1.0,0.9109677419354838,0.1729841488628532,0.11058989093467807,0.1711229946524064,0.2990353697749197,0.2823529411764706,0.6,0.0,0.0
0.125,0.0,0.2,1.0,0.9109677419354838,0.1729841488628532,0.11058989093467807,0.1711229946524064,0.10610932475884245,0.5176470588235295,0.6555555555555554,0.0,0.0
0.125,0.0,0.7,0.5,0.9587096774193548,0.2556857339765679,0.5379383135921192,0.13725490196078433,0.5337620578778136,0.23529411764705882,0.5,0.0,0.0
0.125,0.0,0.7,1.0,0.9225806451612903,0.339421088904204,0.7309722059340917,0.1122994652406417,0.5980707395498394,0.21176470588235294,0.2555555555555556,0.0,0.0
0.125,0.0,0.7,0.0,0.9341935483870967,0.35182632667126124,0.7398850709510965,0.1033868092691622,0.672025723472669,0.18823529411764706,0.30000000000000004,0.0,0.0
0.125,0.0,0.7,0.5,0.9419354838709677,0.39007580978635426,0.7662718423830186,0.1122994652406417,0.527331189710611,0.3411764705882353,0.4555555555555555,0.0,0.0
0.125,0.0,0.8,0.6666666666666666,0.950967741935484,0.4024810475534115,0.7741292365427466,0.2174688057040998,0.6688102893890676,0.25882352941176473,0.4555555555555555,0.0,0.0
0.125,0.0,0.8,0.6666666666666666,0.950967741935484,0.4024810475534115,0.7741292365427466,0.2174688057040998,0.5594855305466239,0.21176470588235294,0.5555555555555556,0.0,0.0
0.125,0.0,0.8,0.6666666666666666,0.950967741935484,0.4024810475534115,0.7741292365427466,0.2174688057040998,0.5594855305466239,0.21176470588235294,0.6555555555555554,0.0,0.0
0.375,0.42857142857142855,0.2,0.6666666666666666,0.9419354838709677,0.11095796002756718,0.08162307962941244,0.16042780748663102,0.48231511254019294,0.12941176470588237,0.4555555555555555,0.0,0.0
0.375,0.42857142857142855,0.2,0.6666666666666666,0.9354838709677419,0.16264645072363887,0.10542981118799107,0.22281639928698752,0.437299035369775,0.1411764705882353,0.7999999999999999,0.0,0.0
0.375,0.42857142857142855,0.8,0.6666666666666666,0.9754838709677419,0.2894555478980014,0.8026269496892224,0.28342245989304815,0.4983922829581994,0.25882352941176473,0.35555555555555557,0.0,0.0
0.5,0.2857142857142857,0.2,0.6666666666666666,0.9419354838709677,0.11095796002756718,0.08162307962941244,0.16042780748663102,0.4308681672025723,0.11764705882352941,0.6555555555555554,0.0,0.0
0.5,0.2857142857142857,0.7,0.16666666666666666,0.904516129032258,0.503790489317712,0.7113873578046206,0.16042780748663102,0.4855305466237943,0.32941176470588235,0.4555555555555555,0.0,0.0
0.5,0.2857142857142857,0.8,0.6666666666666666,0.9625806451612903,0.4827705031013094,0.8279582502638677,0.24777183600713013,0.8167202572347269,0.17647058823529413,0.1,0.0,0.0
1.0,1.0,0.1,0.5,0.8451612903225807,0.019641626464507234,0.021930338923419727,0.13725490196078433,0.14469453376205788,0.7529411764705882,0.30000000000000004,0.0,0.0
1.0,1.0,0.1,0.6666666666666666,0.8761290322580644,0.04169538249483115,0.04116336343379852,0.0944741532976827,0.4340836012861737,0.32941176470588235,0.30000000000000004,0.0,0.0
0.0,0.14285714285714285,0.2,0.0,0.889032258064516,0.17608545830461753,0.11246628356983697,0.08912655971479501,0.1961414790996785,0.6705882352941176,0.30000000000000004,0.0,0.0
0.0,0.0,0.7,0.6666666666666666,0.921290322580645,0.3683666436940042,0.6120558226808959,0.22281639928698752,0.4019292604501608,0.6,0.2555555555555556,0.0,0.0
0.0,0.0,0.7,0.16666666666666666,0.9329032258064516,0.4138525155065473,0.6493491263046792,0.12477718360071301,0.6237942122186496,0.047058823529411764,0.7,0.0,0.0
0.0,0.0,0.7,1.0,0.9380645161290323,0.4869055823569952,0.696024393104257,0.1889483065953654,0.5562700964630226,0.2823529411764706,0.6555555555555554,0.0,0.0
0.0,0.0,0.7,1.0,0.9225806451612903,0.339421088904204,0.7309722059340917,0.1122994652406417,0.504823151125402,0.3411764705882353,0.20000000000000004,0.0,0.0
0.0,0.0,0.7,0.16666666666666666,0.9819354838709676,0.3694004135079256,0.7496188577459834,0.30303030303030304,0.527331189710611,0.4235294117647059,0.4555555555555555,0.0,0.0
0.0,0.0,0.7,0.3333333333333333,0.9470967741935483,0.3793935217091661,0.7578280755248036,0.1711229946524064,0.4630225080385853,0.3764705882352941,0.05555555555555555,0.0,0.0
0.0,0.0,0.7,0.5,0.9419354838709677,0.39007580978635426,0.7662718423830186,0.1122994652406417,0.5787781350482315,0.35294117647058826,0.35555555555555557,0.0,0.0
0.0,0.0,0.8,0.5,0.9574193548387098,0.46829772570640943,0.8191626597865603,0.1639928698752228,0.6205787781350482,0.0,0.05555555555555555,0.0,0.0
0.0,0.0,0.8,0.5,0.9574193548387098,0.46829772570640943,0.8191626597865603,0.1639928698752228,0.7459807073954984,0.1411764705882353,0.20000000000000004,0.0,0.0
0.0,0.0,0.8,0.5,0.9574193548387098,0.46829772570640943,0.8191626597865603,0.1639928698752228,0.6495176848874599,0.2235294117647059,0.20000000000000004,0.0,0.0
0.0,0.0,0.8,1.0,0.9651612903225806,0.5106822880771882,0.8451976075993902,0.1443850267379679,0.7427652733118972,0.24705882352941178,0.35555555555555557,0.0,0.0
0.625,0.42857142857142855,0.2,0.8333333333333334,0.9419354838709677,0.11957270847691247,0.08549313943942768,0.13903743315508021,0.4887459807073955,0.11764705882352941,0.5,0.0,0.0
0.625,0.42857142857142855,0.7,0.8333333333333334,0.9225806451612903,0.33011716057891116,0.7227629881552715,0.15864527629233513,0.4019292604501608,0.5176470588235295,0.6,0.0,0.0
0.875,0.5714285714285714,0.2,0.6666666666666666,0.9419354838709677,0.11957270847691247,0.08549313943942768,0.13903743315508021,0.4887459807073955,0.10588235294117647,0.5555555555555556,0.0,0.0
0.875,0.5714285714285714,0.7,1.0,0.9496774193548386,0.290144727773949,0.5630350650873696,0.2620320855614973,0.5980707395498394,0.2,0.6555555555555554,0.0,0.0
0.875,0.5714285714285714,0.7,1.0,0.9380645161290323,0.4869055823569952,0.696024393104257,0.1889483065953654,0.5144694533762059,0.32941176470588235,0.5,0.0,0.0
0.875,0.5714285714285714,0.7,0.0,0.9341935483870967,0.35182632667126124,0.7398850709510965,0.1033868092691622,0.6816720257234727,0.08235294117647059,0.2555555555555556,0.0,0.0
0.375,0.2857142857142857,0.8,1.0,0.9161290322580645,0.30634045485871814,0.8168171689926117,0.0855614973262032,0.5016077170418007,0.5764705882352941,0.1,0.0,0.0
0.25,0.2857142857142857,0.1,0.8333333333333334,0.8412903225806452,0.023776705720192973,0.02615222235252726,0.04634581105169341,0.33762057877813506,0.38823529411764707,0.15555555555555556,0.0,0.0
0.25,0.2857142857142857,0.2,0.8333333333333334,0.6490322580645161,0.0044796691936595445,0.008912865017004808,0.0124777183600713,0.4887459807073955,0.10588235294117647,0.5555555555555556,0.0,0.0
0.25,0.2857142857142857,0.7,1.0,0.9380645161290323,0.4869055823569952,0.696024393104257,0.1889483065953654,0.3022508038585209,0.8470588235294118,0.4555555555555555,0.0,0.0
0.25,0.2857142857142857,0.7,1.0,0.9380645161290323,0.4869055823569952,0.696024393104257,0.1889483065953654,0.5659163987138265,0.2823529411764706,0.5555555555555556,0.0,0.0
0.25,0.2857142857142857,0.7,1.0,0.9380645161290323,0.4869055823569952,0.696024393104257,0.1889483065953654,0.5659163987138265,0.2823529411764706,0.5555555555555556,0.0,0.0
0.25,0.2857142857142857,0.7,0.16666666666666666,0.904516129032258,0.503790489317712,0.7113873578046206,0.16042780748663102,0.39228295819935693,0.6,0.5555555555555556,0.0,0.0
0.125,0.2857142857142857,0.7,0.16666666666666666,0.9819354838709676,0.3694004135079256,0.7496188577459834,0.30303030303030304,0.5755627009646304,0.29411764705882354,0.4,0.0,0.0
0.125,0.2857142857142857,0.8,0.8333333333333334,0.952258064516129,0.4135079255685734,0.7816348070833822,0.1532976827094474,0.7041800643086817,0.16470588235294117,0.4555555555555555,0.0,0.0
0.125,0.2857142857142857,0.0,0.8333333333333334,0.8180645161290322,0.00895933838731909,0.001641843555764044,0.0516934046345811,0.09967845659163986,0.7411764705882353,0.30000000000000004,0.0,0.0
0.375,0.42857142857142855,0.2,0.6666666666666666,0.8670967741935485,0.06340454858718125,0.05793362261053125,0.0499108734402852,0.33762057877813506,0.43529411764705883,0.6555555555555554,0.0,0.0
0.375,0.42857142857142855,0.2,0.5,0.9380645161290323,0.1019986216402481,0.07787029435909462,0.13368983957219252,0.5144694533762059,0.16470588235294117,0.30000000000000004,0.0,0.0
0.375,0.42857142857142855,0.7,1.0,0.9225806451612903,0.339421088904204,0.7309722059340917,0.1122994652406417,0.617363344051447,0.21176470588235294,0.30000000000000004,0.0,0.0
0.375,0.42857142857142855,0.8,0.8333333333333334,0.952258064516129,0.2994486560992419,0.8100152456901607,0.1265597147950089,0.5819935691318329,0.35294117647058826,0.30000000000000004,0.0,0.0
0.375,0.42857142857142855,0.8,0.0,0.9019354838709677,0.31254307374224677,0.8232672686759704,0.1265597147950089,0.4887459807073955,0.4823529411764706,0.5555555555555556,0.0,0.0
0.375,0.2857142857142857,0.2,0.6666666666666666,0.8670967741935485,0.06340454858718125,0.05793362261053125,0.0499108734402852,0.36977491961414793,0.32941176470588235,0.6,0.0,0.0
0.25,0.2857142857142857,0.2,0.6666666666666666,0.9419354838709677,0.11095796002756718,0.08162307962941244,0.16042780748663102,0.5337620578778136,0.03529411764705882,0.4555555555555555,0.0,0.0
0.25,0.2857142857142857,0.8,1.0,0.9161290322580645,0.30634045485871814,0.8168171689926117,0.0855614973262032,0.662379421221865,0.2823529411764706,0.35555555555555557,0.0,0.0
0.25,0.2857142857142857,0.8,0.0,0.9432258064516128,0.26671261199172985,0.8401548023924006,0.1639928698752228,0.5369774919614148,0.23529411764705882,0.2555555555555556,0.0,0.0
0.25,0.2857142857142857,0.2,0.16666666666666666,0.8954838709677418,0.08476912474155754,0.0700129001993667,0.0677361853832442,0.437299035369775,0.1411764705882353,0.7999999999999999,0.0,0.0
0.25,0.42857142857142855,0.2,0.16666666666666666,0.8954838709677418,0.08476912474155754,0.0700129001993667,0.0677361853832442,0.4276527331189711,0.1411764705882353,0.6555555555555554,0.0,0.0
0.25,0.2857142857142857,0.2,0.8333333333333334,0.9419354838709677,0.11957270847691247,0.08549313943942768,0.13903743315508021,0.3022508038585209,0.17647058823529413,0.6555555555555554,0.0,0.0
0.25,0.2857142857142857,0.2,0.8333333333333334,0.9419354838709677,0.11957270847691247,0.08549313943942768,0.13903743315508021,0.41800643086816724,0.1411764705882353,0.5,0.0,0.0
0.25,0.2857142857142857,0.2,0.0,0.921290322580645,0.1330117160578911,0.09229506274187872,0.11051693404634581,0.270096463022508,0.17647058823529413,0.4,0.0,0.0
0.25,0.2857142857142857,0.7,0.5,0.9587096774193548,0.2556857339765679,0.5379383135921192,0.13725490196078433,0.5594855305466239,0.24705882352941178,0.30000000000000004,0.0,0.0
0.25,0.2857142857142857,0.7,0.0,0.9393548387096774,0.4972432804962096,0.7039990618036824,0.1907308377896613,0.26045016077170424,0.6941176470588235,0.20000000000000004,0.0,0.0
0.25,0.2857142857142857,0.7,0.0,0.9393548387096774,0.4972432804962096,0.7039990618036824,0.1907308377896613,0.47909967845659174,0.32941176470588235,0.5555555555555556,0.0,0.0
0.25,0.2857142857142857,0.8,1.0,0.950967741935484,0.4238456237077877,0.7890231030843204,0.15151515151515152,0.6527331189710611,0.3176470588235294,0.5555555555555556,0.0,0.0
0.25,0.2857142857142857,0.8,0.16666666666666666,0.847741935483871,0.24913852515506552,0.7787029435909464,0.05704099821746881,0.504823151125402,0.35294117647058826,0.30000000000000004,0.0,0.0
0.25,0.2857142857142857,0.8,0.6666666666666666,0.9754838709677419,0.2894555478980014,0.8026269496892224,0.28342245989304815,0.5659163987138265,0.4117647058823529,0.5555555555555556,0.0,0.0
0.25,0.2857142857142857,0.9,1.0,0.953548387096774,0.15644383184011026,0.8020405769907353,0.1568627450980392,0.5916398713826367,0.10588235294117647,0.5555555555555556,0.0,0.0
0.25,0.42857142857142855,0.2,0.0,0.889032258064516,0.17608545830461753,0.11246628356983697,0.08912655971479501,0.21864951768488747,0.4,0.20000000000000004,0.0,0.0
0.25,0.42857142857142855,0.8,0.6666666666666666,0.9651612903225806,0.5106822880771882,0.8451976075993902,0.1443850267379679,0.48231511254019294,0.32941176470588235,0.30000000000000004,0.0,0.0
0.25,0.42857142857142855,0.9,0.3333333333333333,0.9380645161290323,0.1268090971743625,0.7809311598451976,0.09269162210338681,0.4405144694533762,0.36470588235294116,0.35555555555555557,0.0,0.0
0.125,0.42857142857142855,0.9,1.0,0.953548387096774,0.15644383184011026,0.8020405769907353,0.1568627450980392,0.4244372990353698,0.23529411764705882,0.05555555555555555,0.0,0.0
0.375,0.5714285714285714,0.1,0.8333333333333334,0.6387096774193548,0.07029634734665748,0.09299870998006332,0.014260249554367202,0.4244372990353698,0.29411764705882354,0.2555555555555556,0.0,0.0
0.375,0.5714285714285714,0.2,0.0,0.8838709677419355,0.07856650585802893,0.0666119385481412,0.0730837789661319,0.3794212218649518,0.2823529411764706,0.30000000000000004,0.0,0.0
0.375,0.5714285714285714,0.2,1.0,0.9109677419354838,0.1729841488628532,0.11058989093467807,0.1711229946524064,0.270096463022508,0.36470588235294116,0.5,0.0,0.0
0.375,0.5714285714285714,0.8,0.5,0.967741935483871,0.2749827705031014,0.7943004573707049,0.3190730837789661,0.4951768488745982,0.3176470588235294,0.30000000000000004,0.0,0.0
0.25,0.42857142857142855,0.2,0.16666666666666666,0.8954838709677418,0.08476912474155754,0.0700129001993667,0.0677361853832442,0.40836012861736337,0.27058823529411763,0.2555555555555556,0.0,0.0
0.25,0.42857142857142855,0.7,0.8333333333333334,0.9651612903225806,0.4765678842177809,0.687580626246042,0.36185383244206776,0.4951768488745982,0.43529411764705883,0.6,0.0,0.0
0.25,0.5714285714285714,0.8,1.0,0.950967741935484,0.4238456237077877,0.7890231030843204,0.15151515151515152,0.48231511254019294,0.5058823529411764,0.1,0.0,0.0
0.25,0.5714285714285714,0.8,0.0,0.9316129032258065,0.43211578221915925,0.7958250263867714,0.12477718360071301,0.4308681672025723,0.6,0.30000000000000004,0.0,0.0
1.0,1.0,0.6,0.16666666666666666,0.8658064516129031,0.16264645072363887,0.3582737187756538,0.06951871657754011,0.5080385852090032,0.3176470588235294,0.2555555555555556,0.0,0.043953890607561295
0.0,0.2857142857142857,0.8,0.16666666666666666,0.9329032258064516,0.44245348035837356,0.8029787733083148,0.12477718360071301,0.6270096463022509,0.27058823529411763,0.20000000000000004,0.0,0.05112834365264365
0.125,0.42857142857142855,0.8,0.0,0.9316129032258065,0.43211578221915925,0.7958250263867714,0.12477718360071301,0.6334405144694534,0.2823529411764706,0.15555555555555556,0.0,0.05507194807884343
0.0,0.0,0.7,0.3333333333333333,0.9909677419354839,0.3404548587181255,0.5927055236308197,0.2352941176470588,0.6784565916398715,0.18823529411764706,0.4555555555555555,0.0,0.06264704978219035
0.875,0.5714285714285714,0.7,0.6666666666666666,0.921290322580645,0.3683666436940042,0.6120558226808959,0.22281639928698752,0.6109324758842444,0.4235294117647059,0.9444444444444444,0.0,0.06807605394462274
0.0,0.0,0.6,0.8333333333333334,0.9199999999999999,0.1729841488628532,0.338219772487393,0.1550802139037433,0.4630225080385853,0.4470588235294118,0.5555555555555556,0.0,0.07668990014335048
0.125,0.42857142857142855,0.7,0.3333333333333333,0.9909677419354839,0.3404548587181255,0.5927055236308197,0.2352941176470588,0.6945337620578779,0.2,0.5555555555555556,0.0,0.08161958156082506
0.625,0.42857142857142855,0.7,0.5,0.9870967741935484,0.4500344589937974,0.6695203471326374,0.18538324420677363,0.8102893890675241,0.08235294117647059,0.4,0.0,0.09175082702321244
0.5,0.2857142857142857,0.2,0.0,0.921290322580645,0.1330117160578911,0.09229506274187872,0.11051693404634581,0.3536977491961415,0.29411764705882354,0.5555555555555556,0.0,0.09546393433809011
0.875,0.14285714285714285,0.8,0.16666666666666666,0.847741935483871,0.24913852515506552,0.7787029435909464,0.05704099821746881,0.707395498392283,0.15294117647058825,0.35555555555555557,0.0,0.09619512055756112
0.125,0.0,0.7,0.16666666666666666,0.9819354838709676,0.3694004135079256,0.7496188577459834,0.30303030303030304,0.4887459807073955,0.32941176470588235,0.7,0.0,0.10400059554885595
0.875,0.5714285714285714,0.8,0.5,0.967741935483871,0.2749827705031014,0.7943004573707049,0.3190730837789661,0.6913183279742766,0.11764705882352941,0.4555555555555555,0.0,0.10741237072884215
